OrderID,Date,Product,Category,Region,Salesperson,Quantity,UnitPrice,Discount,Revenue,Cost,Profit
ORD-66418,2023-12-19,Mechanical Keyboard,Electronics,West,Arjun Kumar,16,5840.87,0.05,88781.22,46601.5,42179.72
ORD-64870,2023-12-19,USB Hub 7-Port,Electronics,West,Divya Menon,18,842.69,0.05,14410.0,9432.8,4977.2
ORD-13266,2023-12-19,Office Chair Ergo,Furniture,East,Meera Iyer,18,14828.26,0.1,240217.81,126208.02,114009.79
ORD-81943,2023-12-19,Wireless Headphones,Electronics,North,Vikram Das,5,4631.26,0.0,23156.3,12557.79,10598.51
ORD-51733,2023-12-19,Laptop Pro X1,Electronics,West,Priya Sharma,15,85419.96,0.15,1089104.49,673747.57,415356.92
ORD-96288,2023-12-20,Wireless Headphones,Electronics,North,Arjun Kumar,9,3473.9,0.2,25012.08,14367.04,10645.04
ORD-20104,2023-12-20,Pen Set Premium,Stationery,West,Arjun Kumar,17,370.51,0.05,5983.74,2940.42,3043.32
ORD-99954,2023-12-21,Wireless Headphones,Electronics,West,Arjun Kumar,6,3297.56,0.1,17806.82,10269.95,7536.87
ORD-35668,2023-12-21,Notebook Pack,Stationery,South,Divya Menon,13,312.26,0.15,3450.47,2411.39,1039.08
ORD-91922,2023-12-21,USB Hub 7-Port,Electronics,East,Priya Sharma,9,937.41,0.1,7593.02,3937.84,3655.18
ORD-21895,2023-12-22,Mechanical Keyboard,Electronics,South,Sneha Pillai,17,4654.83,0.15,67262.29,43624.56,23637.73
ORD-76043,2023-12-22,Monitor 27inch,Electronics,West,Priya Sharma,14,18677.08,0.05,248405.16,144308.67,104096.49
ORD-29350,2023-12-22,Notebook Pack,Stationery,South,Vikram Das,12,340.25,0.0,4083.0,2620.59,1462.41
ORD-79617,2023-12-23,Monitor 27inch,Electronics,West,Karthik Raj,20,27144.74,0.1,488605.32,239458.55,249146.77
ORD-85354,2023-12-23,Monitor 27inch,Electronics,East,Divya Menon,20,27630.57,0.05,524980.83,358261.86,166718.97
ORD-67431,2023-12-23,Mechanical Keyboard,Electronics,East,Meera Iyer,7,4563.34,0.0,31943.38,18177.08,13766.3
ORD-92578,2023-12-24,Pen Set Premium,Stationery,South,Karthik Raj,8,368.76,0.15,2507.57,1432.49,1075.08
ORD-30036,2023-12-24,Monitor 27inch,Electronics,South,Divya Menon,4,19464.44,0.0,77857.76,38413.05,39444.71
ORD-79349,2023-12-25,Office Chair Ergo,Furniture,West,Sneha Pillai,1,8709.36,0.05,8273.89,4131.87,4142.02
ORD-85007,2023-12-25,Monitor 27inch,Electronics,South,Karthik Raj,3,20850.69,0.05,59424.47,27478.63,31945.84
ORD-18585,2023-12-26,Laptop Pro X1,Electronics,South,Divya Menon,8,107682.9,0.1,775316.88,365356.79,409960.09
ORD-21759,2023-12-26,Standing Desk,Furniture,East,Arjun Kumar,6,26870.2,0.1,145099.08,67831.47,77267.61
ORD-92991,2023-12-26,Laptop Pro X1,Electronics,South,Rahul Nair,19,108007.06,0.0,2052134.14,996246.82,1055887.32
ORD-64474,2023-12-26,Mechanical Keyboard,Electronics,West,Priya Sharma,7,5183.56,0.05,34470.67,21902.04,12568.63
ORD-60747,2023-12-27,Monitor 27inch,Electronics,East,Divya Menon,17,20758.78,0.0,352899.26,214015.08,138884.18
ORD-66472,2023-12-27,Mechanical Keyboard,Electronics,North,Priya Sharma,12,4294.42,0.0,51533.04,28303.59,23229.45
ORD-39769,2023-12-27,Standing Desk,Furniture,East,Vikram Das,2,20858.04,0.0,41716.08,24910.94,16805.14
ORD-91309,2023-12-28,Office Chair Ergo,Furniture,West,Divya Menon,18,14614.59,0.15,223603.23,101640.39,121962.84
ORD-93440,2023-12-28,Monitor 27inch,Electronics,West,Vikram Das,16,24934.21,0.05,378999.99,227565.15,151434.84
ORD-11720,2023-12-28,USB Hub 7-Port,Electronics,South,Divya Menon,3,852.6,0.05,2429.91,1130.07,1299.84
ORD-21069,2023-12-30,Monitor 27inch,Electronics,East,Priya Sharma,14,27459.41,0.15,326766.98,171609.39,155157.59
ORD-41031,2023-12-30,Standing Desk,Furniture,South,Vikram Das,20,18089.16,0.05,343694.04,227422.68,116271.36
ORD-33882,2023-12-30,Mechanical Keyboard,Electronics,North,Arjun Kumar,4,5221.55,0.05,19841.89,9819.51,10022.38
ORD-27486,2024-01-01,Wireless Headphones,Electronics,East,Divya Menon,4,4428.75,0.15,15057.75,9624.46,5433.29
ORD-89233,2024-01-01,Wireless Headphones,Electronics,East,Priya Sharma,12,4808.3,0.0,57699.6,38883.57,18816.03
ORD-91351,2024-01-02,Standing Desk,Furniture,South,Priya Sharma,12,27361.39,0.2,262669.34,144886.92,117782.42
ORD-11262,2024-01-02,Standing Desk,Furniture,North,Divya Menon,12,22463.57,0.2,215650.27,113995.58,101654.69
ORD-29012,2024-01-03,Pen Set Premium,Stationery,West,Rahul Nair,2,235.86,0.2,377.38,262.54,114.84
ORD-98971,2024-01-04,Standing Desk,Furniture,North,Divya Menon,13,25664.81,0.0,333642.53,223302.28,110340.25
ORD-23055,2024-01-04,Wireless Headphones,Electronics,North,Karthik Raj,13,3077.92,0.05,38012.31,21938.24,16074.07
ORD-77844,2024-01-04,Pen Set Premium,Stationery,West,Vikram Das,1,331.58,0.0,331.58,198.6,132.98
ORD-62187,2024-01-05,USB Hub 7-Port,Electronics,East,Meera Iyer,18,890.84,0.0,16035.12,7479.37,8555.75
ORD-99282,2024-01-05,Standing Desk,Furniture,East,Sneha Pillai,15,24061.52,0.15,306784.38,208849.11,97935.27
ORD-63648,2024-01-05,Standing Desk,Furniture,South,Vikram Das,8,19655.93,0.05,149385.07,82662.58,66722.49
ORD-69889,2024-01-05,Notebook Pack,Stationery,West,Arjun Kumar,12,461.92,0.2,4434.43,2106.55,2327.88
ORD-94815,2024-01-06,Office Chair Ergo,Furniture,East,Meera Iyer,17,11488.74,0.2,156246.86,74189.69,82057.17
ORD-20077,2024-01-06,Notebook Pack,Stationery,North,Rahul Nair,15,484.65,0.0,7269.75,4078.22,3191.53
ORD-99610,2024-01-06,Notebook Pack,Stationery,West,Divya Menon,2,263.45,0.0,526.9,362.59,164.31
ORD-92009,2024-01-06,Standing Desk,Furniture,West,Priya Sharma,16,27545.3,0.05,418688.56,196111.21,222577.35
ORD-69600,2024-01-07,Wireless Headphones,Electronics,East,Sneha Pillai,2,3495.35,0.0,6990.7,4837.93,2152.77
ORD-98247,2024-01-07,Mechanical Keyboard,Electronics,East,Rahul Nair,19,4901.68,0.05,88475.32,55586.36,32888.96
ORD-37827,2024-01-07,Wireless Headphones,Electronics,North,Karthik Raj,11,3295.78,0.0,36253.58,17969.26,18284.32
ORD-10863,2024-01-08,Monitor 27inch,Electronics,South,Priya Sharma,7,22391.08,0.05,148900.68,95639.63,53261.05
ORD-72031,2024-01-08,Monitor 27inch,Electronics,North,Priya Sharma,6,25106.55,0.05,143107.33,73626.72,69480.61
ORD-23090,2024-01-09,Notebook Pack,Stationery,East,Meera Iyer,6,371.42,0.1,2005.67,1246.53,759.14
ORD-94939,2024-01-09,Office Chair Ergo,Furniture,East,Sneha Pillai,7,12691.23,0.15,75512.82,51663.13,23849.69
ORD-30644,2024-01-09,Wireless Headphones,Electronics,East,Vikram Das,19,2752.58,0.0,52299.02,27752.52,24546.5
ORD-19637,2024-01-10,Laptop Pro X1,Electronics,West,Arjun Kumar,19,104663.59,0.0,1988608.21,1169909.61,818698.6
ORD-56255,2024-01-10,Desk Lamp LED,Furniture,North,Karthik Raj,13,2464.48,0.0,32038.24,18553.12,13485.12
ORD-27865,2024-01-10,Notebook Pack,Stationery,East,Rahul Nair,10,203.17,0.1,1828.53,1195.58,632.95
ORD-93744,2024-01-11,Standing Desk,Furniture,North,Arjun Kumar,7,25868.99,0.2,144866.34,68085.62,76780.72
ORD-63992,2024-01-11,Monitor 27inch,Electronics,North,Sneha Pillai,13,18973.5,0.0,246655.5,172162.18,74493.32
ORD-16076,2024-01-11,Laptop Pro X1,Electronics,East,Divya Menon,16,117745.73,0.05,1789735.1,1000180.6,789554.5
ORD-96765,2024-01-11,Laptop Pro X1,Electronics,West,Karthik Raj,18,106809.72,0.1,1730317.46,1208921.0,521396.46
ORD-31241,2024-01-12,Desk Lamp LED,Furniture,West,Meera Iyer,10,2211.56,0.1,19904.04,11581.46,8322.58
ORD-52229,2024-01-13,Pen Set Premium,Stationery,West,Vikram Das,7,150.78,0.15,897.14,618.48,278.66
ORD-82655,2024-01-13,Mechanical Keyboard,Electronics,North,Priya Sharma,20,4782.24,0.05,90862.56,51398.94,39463.62
ORD-70550,2024-01-13,USB Hub 7-Port,Electronics,West,Divya Menon,4,1016.71,0.2,3253.47,1668.91,1584.56
ORD-22502,2024-01-14,Pen Set Premium,Stationery,North,Karthik Raj,11,185.94,0.15,1738.54,1206.47,532.07
ORD-75828,2024-01-15,Standing Desk,Furniture,West,Meera Iyer,6,23267.52,0.0,139605.12,90689.89,48915.23
ORD-65744,2024-01-15,Office Chair Ergo,Furniture,East,Sneha Pillai,12,13804.62,0.0,165655.44,93169.09,72486.35
ORD-87283,2024-01-16,Mechanical Keyboard,Electronics,East,Karthik Raj,10,4457.78,0.2,35662.24,17321.77,18340.47
ORD-60556,2024-01-17,Monitor 27inch,Electronics,South,Priya Sharma,13,22002.5,0.05,271730.88,140745.26,130985.62
ORD-99764,2024-01-17,Laptop Pro X1,Electronics,East,Karthik Raj,10,94812.13,0.05,900715.23,598578.14,302137.09
ORD-12790,2024-01-17,Office Chair Ergo,Furniture,North,Divya Menon,15,12549.36,0.05,178828.38,123080.64,55747.74
ORD-74488,2024-01-18,Laptop Pro X1,Electronics,West,Arjun Kumar,17,115557.83,0.0,1964483.11,1272070.34,692412.77
ORD-64166,2024-01-18,USB Hub 7-Port,Electronics,East,Meera Iyer,3,1479.61,0.15,3773.01,1872.84,1900.17
ORD-47707,2024-01-18,Office Chair Ergo,Furniture,North,Priya Sharma,2,9701.34,0.1,17462.41,11903.82,5558.59
ORD-93683,2024-01-18,Laptop Pro X1,Electronics,East,Meera Iyer,7,111260.9,0.0,778826.3,435273.86,343552.44
ORD-78719,2024-01-18,Laptop Pro X1,Electronics,South,Priya Sharma,10,109834.93,0.05,1043431.83,504929.66,538502.17
ORD-14206,2024-01-18,Office Chair Ergo,Furniture,West,Divya Menon,12,14828.89,0.0,177946.68,95018.69,82927.99
ORD-27431,2024-01-19,Notebook Pack,Stationery,West,Vikram Das,13,224.07,0.15,2475.97,1655.53,820.44
ORD-82704,2024-01-20,Standing Desk,Furniture,West,Rahul Nair,1,22353.81,0.0,22353.81,12059.25,10294.56
ORD-68861,2024-01-22,Pen Set Premium,Stationery,South,Rahul Nair,17,309.12,0.2,4204.03,2364.69,1839.34
ORD-43425,2024-01-22,Laptop Pro X1,Electronics,West,Karthik Raj,18,94248.39,0.0,1696471.02,1011090.81,685380.21
ORD-63841,2024-01-22,Pen Set Premium,Stationery,East,Divya Menon,8,292.95,0.0,2343.6,1556.16,787.44
ORD-83307,2024-01-22,Office Chair Ergo,Furniture,South,Vikram Das,20,8391.98,0.05,159447.62,79073.81,80373.81
ORD-98488,2024-01-22,Desk Lamp LED,Furniture,West,Sneha Pillai,19,1327.04,0.05,23953.07,11378.05,12575.02
ORD-18487,2024-01-23,Pen Set Premium,Stationery,South,Meera Iyer,6,271.0,0.05,1544.7,700.61,844.09
ORD-80642,2024-01-24,Office Chair Ergo,Furniture,North,Sneha Pillai,20,9671.51,0.15,164415.67,76590.65,87825.02
ORD-71306,2024-01-24,Wireless Headphones,Electronics,South,Vikram Das,8,4562.92,0.15,31027.86,16427.36,14600.5
ORD-12867,2024-01-24,Desk Lamp LED,Furniture,West,Arjun Kumar,19,1517.29,0.15,24504.23,11423.23,13081.0
ORD-65255,2024-01-24,Monitor 27inch,Electronics,South,Meera Iyer,11,21375.01,0.05,223368.85,116054.45,107314.4
ORD-80284,2024-01-25,Wireless Headphones,Electronics,East,Sneha Pillai,20,3161.3,0.0,63226.0,39986.21,23239.79
ORD-64921,2024-01-25,Pen Set Premium,Stationery,North,Sneha Pillai,10,338.37,0.2,2706.96,1821.54,885.42
ORD-12456,2024-01-25,USB Hub 7-Port,Electronics,South,Sneha Pillai,3,1077.95,0.15,2748.77,1266.02,1482.75
ORD-26338,2024-01-25,Laptop Pro X1,Electronics,West,Meera Iyer,13,91952.32,0.2,956304.13,521306.46,434997.67
ORD-45976,2024-01-26,Desk Lamp LED,Furniture,East,Karthik Raj,10,1228.52,0.2,9828.16,6039.97,3788.19
ORD-24996,2024-01-26,Desk Lamp LED,Furniture,East,Meera Iyer,17,1987.05,0.0,33779.85,21898.6,11881.25
ORD-20986,2024-01-26,Monitor 27inch,Electronics,North,Vikram Das,5,20545.18,0.2,82180.72,41758.34,40422.38
ORD-14392,2024-01-26,Laptop Pro X1,Electronics,North,Divya Menon,13,111992.89,0.05,1383112.19,707863.75,675248.44
ORD-43496,2024-01-27,Mechanical Keyboard,Electronics,North,Priya Sharma,4,4625.34,0.0,18501.36,8991.82,9509.54
ORD-19096,2024-01-27,Notebook Pack,Stationery,East,Arjun Kumar,9,486.68,0.0,4380.12,2165.89,2214.23
ORD-89346,2024-01-27,USB Hub 7-Port,Electronics,South,Vikram Das,8,1201.03,0.05,9127.83,6322.25,2805.58
ORD-99764,2024-01-28,USB Hub 7-Port,Electronics,North,Vikram Das,19,1234.16,0.0,23449.04,16116.07,7332.97
ORD-94182,2024-01-28,Standing Desk,Furniture,West,Rahul Nair,7,24933.09,0.2,139625.3,74876.71,64748.59
ORD-45353,2024-01-28,Standing Desk,Furniture,North,Rahul Nair,3,24854.88,0.1,67108.18,46617.91,20490.27
ORD-10609,2024-01-28,Standing Desk,Furniture,North,Karthik Raj,1,25724.0,0.2,20579.2,12222.8,8356.4
ORD-75300,2024-01-29,Mechanical Keyboard,Electronics,North,Sneha Pillai,3,5867.14,0.0,17601.42,10721.38,6880.04
ORD-14564,2024-01-29,Office Chair Ergo,Furniture,West,Rahul Nair,10,10177.64,0.15,86509.94,56691.59,29818.35
ORD-84135,2024-01-29,Pen Set Premium,Stationery,East,Priya Sharma,14,371.25,0.0,5197.5,2838.91,2358.59
ORD-38036,2024-01-30,Pen Set Premium,Stationery,East,Karthik Raj,17,229.24,0.0,3897.08,2614.24,1282.84
ORD-42231,2024-01-30,Wireless Headphones,Electronics,East,Priya Sharma,11,4998.6,0.05,52235.37,34294.27,17941.1
ORD-68002,2024-01-31,Pen Set Premium,Stationery,South,Divya Menon,4,361.82,0.05,1374.92,863.6,511.32
ORD-22672,2024-01-31,USB Hub 7-Port,Electronics,West,Karthik Raj,20,1276.28,0.0,25525.6,12307.57,13218.03
ORD-33004,2024-01-31,Office Chair Ergo,Furniture,West,Priya Sharma,11,14582.16,0.0,160403.76,76189.61,84214.15
ORD-70956,2024-02-01,Office Chair Ergo,Furniture,East,Vikram Das,12,9306.08,0.0,111672.96,57603.59,54069.37
ORD-24478,2024-02-01,Standing Desk,Furniture,West,Rahul Nair,20,21397.55,0.05,406553.45,248089.48,158463.97
ORD-56802,2024-02-01,Mechanical Keyboard,Electronics,East,Karthik Raj,14,4110.69,0.0,57549.66,30503.55,27046.11
ORD-56551,2024-02-01,Notebook Pack,Stationery,West,Meera Iyer,5,454.18,0.0,2270.9,1076.33,1194.57
ORD-95841,2024-02-02,Pen Set Premium,Stationery,East,Vikram Das,19,335.57,0.0,6375.83,4280.44,2095.39
ORD-34426,2024-02-02,Pen Set Premium,Stationery,East,Vikram Das,3,339.12,0.2,813.89,441.18,372.71
ORD-22119,2024-02-02,Standing Desk,Furniture,East,Divya Menon,11,25760.47,0.05,269196.91,178150.03,91046.88
ORD-65592,2024-02-03,Desk Lamp LED,Furniture,East,Sneha Pillai,13,1226.64,0.05,15149.0,9559.69,5589.31
ORD-44483,2024-02-03,Laptop Pro X1,Electronics,North,Rahul Nair,16,117405.16,0.05,1784558.43,842374.35,942184.08
ORD-70225,2024-02-04,USB Hub 7-Port,Electronics,North,Rahul Nair,5,1046.31,0.15,4446.82,2627.12,1819.7
ORD-36442,2024-02-04,Mechanical Keyboard,Electronics,West,Arjun Kumar,20,3014.0,0.2,48224.0,26250.68,21973.32
ORD-82845,2024-02-04,Mechanical Keyboard,Electronics,West,Karthik Raj,14,5089.77,0.15,60568.26,42328.47,18239.79
ORD-81659,2024-02-05,Laptop Pro X1,Electronics,North,Karthik Raj,13,101930.18,0.0,1325092.34,868025.24,457067.1
ORD-39662,2024-02-05,Office Chair Ergo,Furniture,West,Vikram Das,19,9353.6,0.2,142174.72,76433.39,65741.33
ORD-37063,2024-02-05,Office Chair Ergo,Furniture,North,Rahul Nair,18,10928.89,0.15,167212.02,78119.91,89092.11
ORD-47653,2024-02-06,Desk Lamp LED,Furniture,East,Meera Iyer,10,1325.49,0.0,13254.9,9155.55,4099.35
ORD-55564,2024-02-06,Notebook Pack,Stationery,North,Divya Menon,9,348.55,0.0,3136.95,2027.82,1109.13
ORD-56064,2024-02-06,Office Chair Ergo,Furniture,East,Sneha Pillai,15,11412.55,0.0,171188.25,97377.63,73810.62
ORD-97852,2024-02-07,Laptop Pro X1,Electronics,North,Vikram Das,10,95988.12,0.15,815899.02,459962.69,355936.33
ORD-18748,2024-02-07,Laptop Pro X1,Electronics,South,Rahul Nair,9,115889.45,0.1,938704.54,490916.56,447787.98
ORD-22202,2024-02-07,Pen Set Premium,Stationery,South,Karthik Raj,14,243.79,0.0,3413.06,2076.53,1336.53
ORD-17123,2024-02-07,Office Chair Ergo,Furniture,West,Arjun Kumar,15,13652.37,0.2,163828.44,94938.92,68889.52
ORD-82174,2024-02-07,Laptop Pro X1,Electronics,North,Divya Menon,9,117473.2,0.05,1004395.86,686693.15,317702.71
ORD-63296,2024-02-08,Pen Set Premium,Stationery,North,Meera Iyer,16,210.13,0.1,3025.87,1931.32,1094.55
ORD-72242,2024-02-08,Monitor 27inch,Electronics,West,Vikram Das,13,22351.9,0.0,290574.7,178884.15,111690.55
ORD-15276,2024-02-08,Monitor 27inch,Electronics,East,Sneha Pillai,5,19990.58,0.1,89957.61,49507.88,40449.73
ORD-51720,2024-02-09,Wireless Headphones,Electronics,South,Karthik Raj,14,3027.13,0.1,38141.84,26293.24,11848.6
ORD-26688,2024-02-09,Laptop Pro X1,Electronics,South,Sneha Pillai,13,100743.99,0.2,1047737.5,698562.06,349175.44
ORD-64646,2024-02-09,Mechanical Keyboard,Electronics,West,Vikram Das,15,5067.05,0.05,72205.46,45700.95,26504.51
ORD-33791,2024-02-09,Office Chair Ergo,Furniture,West,Divya Menon,14,10580.48,0.05,140720.38,66620.23,74100.15
ORD-41399,2024-02-09,Standing Desk,Furniture,South,Vikram Das,13,20647.11,0.0,268412.43,149119.17,119293.26
ORD-24331,2024-02-09,Standing Desk,Furniture,North,Meera Iyer,7,19525.38,0.0,136677.66,77528.93,59148.73
ORD-63004,2024-02-10,USB Hub 7-Port,Electronics,North,Karthik Raj,9,1374.06,0.0,12366.54,5661.04,6705.5
ORD-58311,2024-02-11,USB Hub 7-Port,Electronics,East,Priya Sharma,13,809.74,0.1,9473.96,4556.0,4917.96
ORD-61097,2024-02-11,USB Hub 7-Port,Electronics,North,Priya Sharma,9,1232.67,0.0,11094.03,6808.5,4285.53
ORD-50193,2024-02-11,Standing Desk,Furniture,West,Meera Iyer,6,22442.56,0.1,121189.82,69192.12,51997.7
ORD-61150,2024-02-12,Pen Set Premium,Stationery,North,Rahul Nair,15,337.68,0.05,4811.94,2842.05,1969.89
ORD-49612,2024-02-12,Desk Lamp LED,Furniture,North,Divya Menon,14,1415.57,0.05,18827.08,9662.39,9164.69
ORD-51259,2024-02-12,Monitor 27inch,Electronics,West,Rahul Nair,11,25452.81,0.15,237983.77,132220.71,105763.06
ORD-22763,2024-02-12,USB Hub 7-Port,Electronics,South,Sneha Pillai,13,1307.98,0.0,17003.74,10638.63,6365.11
ORD-52268,2024-02-13,Wireless Headphones,Electronics,East,Karthik Raj,20,3276.84,0.1,58983.12,32968.85,26014.27
ORD-42495,2024-02-13,Office Chair Ergo,Furniture,East,Priya Sharma,11,9692.17,0.0,106613.87,55105.29,51508.58
ORD-22950,2024-02-13,Notebook Pack,Stationery,North,Divya Menon,19,254.22,0.15,4105.65,2818.48,1287.17
ORD-30006,2024-02-13,Notebook Pack,Stationery,North,Sneha Pillai,14,293.76,0.0,4112.64,2235.53,1877.11
ORD-69582,2024-02-14,Wireless Headphones,Electronics,East,Meera Iyer,20,2617.68,0.0,52353.6,32674.63,19678.97
ORD-95089,2024-02-15,Standing Desk,Furniture,East,Sneha Pillai,19,18986.78,0.0,360748.82,184848.02,175900.8
ORD-11161,2024-02-15,Desk Lamp LED,Furniture,East,Divya Menon,6,1204.68,0.1,6505.27,3281.6,3223.67
ORD-15975,2024-02-16,Monitor 27inch,Electronics,North,Rahul Nair,11,26364.27,0.2,232005.58,116770.26,115235.32
ORD-25515,2024-02-17,Monitor 27inch,Electronics,South,Vikram Das,8,18995.78,0.2,121572.99,58547.43,63025.56
ORD-18768,2024-02-17,Standing Desk,Furniture,South,Divya Menon,20,25649.87,0.2,410397.92,244838.73,165559.19
ORD-22208,2024-02-17,USB Hub 7-Port,Electronics,East,Sneha Pillai,15,1465.18,0.0,21977.7,13087.48,8890.22
ORD-25886,2024-02-18,Wireless Headphones,Electronics,South,Arjun Kumar,13,4885.39,0.2,50808.06,32769.04,18039.02
ORD-99040,2024-02-18,Wireless Headphones,Electronics,North,Arjun Kumar,6,3079.26,0.15,15704.23,7483.93,8220.3
ORD-97614,2024-02-18,Laptop Pro X1,Electronics,North,Priya Sharma,8,116457.15,0.0,931657.2,607838.81,323818.39
ORD-40263,2024-02-18,Standing Desk,Furniture,South,Sneha Pillai,12,22861.23,0.0,274334.76,172483.44,101851.32
ORD-21551,2024-02-19,Laptop Pro X1,Electronics,East,Rahul Nair,20,101103.39,0.15,1718757.63,1168656.25,550101.38
ORD-93665,2024-02-19,Notebook Pack,Stationery,North,Divya Menon,11,417.96,0.0,4597.56,2857.75,1739.81
ORD-76507,2024-02-19,Pen Set Premium,Stationery,South,Meera Iyer,11,189.01,0.15,1767.24,1036.55,730.69
ORD-39829,2024-02-20,Desk Lamp LED,Furniture,North,Meera Iyer,17,2486.06,0.0,42263.02,28162.66,14100.36
ORD-59068,2024-02-20,Pen Set Premium,Stationery,South,Sneha Pillai,5,296.78,0.1,1335.51,705.92,629.59
ORD-20919,2024-02-21,Monitor 27inch,Electronics,South,Sneha Pillai,9,23523.83,0.05,201128.75,104669.47,96459.28
ORD-65184,2024-02-22,Desk Lamp LED,Furniture,South,Karthik Raj,10,1644.04,0.0,16440.4,7733.18,8707.22
ORD-58979,2024-02-23,Desk Lamp LED,Furniture,South,Meera Iyer,12,1866.22,0.1,20155.18,13866.99,6288.19
ORD-84471,2024-02-24,Office Chair Ergo,Furniture,North,Karthik Raj,9,11923.92,0.0,107315.28,57452.64,49862.64
ORD-89327,2024-02-24,Monitor 27inch,Electronics,North,Sneha Pillai,18,23056.43,0.0,415015.74,254542.63,160473.11
ORD-77143,2024-02-25,Notebook Pack,Stationery,West,Meera Iyer,2,449.5,0.0,899.0,609.74,289.26
ORD-65981,2024-02-26,Monitor 27inch,Electronics,North,Priya Sharma,17,23828.79,0.1,364580.49,189369.48,175211.01
ORD-67482,2024-02-27,USB Hub 7-Port,Electronics,North,Arjun Kumar,8,1368.84,0.0,10950.72,5082.93,5867.79
ORD-49953,2024-02-28,Notebook Pack,Stationery,East,Sneha Pillai,7,296.22,0.1,1866.19,1145.57,720.62
ORD-34215,2024-02-28,Notebook Pack,Stationery,East,Meera Iyer,9,245.59,0.0,2210.31,1053.64,1156.67
ORD-75188,2024-02-29,Wireless Headphones,Electronics,South,Arjun Kumar,8,4220.99,0.0,33767.92,19182.48,14585.44
ORD-60425,2024-03-01,Pen Set Premium,Stationery,West,Rahul Nair,15,277.35,0.1,3744.22,2452.53,1291.69
ORD-88561,2024-03-01,Pen Set Premium,Stationery,West,Divya Menon,15,287.82,0.05,4101.44,2041.09,2060.35
ORD-85821,2024-03-02,Desk Lamp LED,Furniture,East,Arjun Kumar,20,1816.97,0.15,30888.49,19945.5,10942.99
ORD-76535,2024-03-02,Office Chair Ergo,Furniture,North,Sneha Pillai,3,14673.83,0.1,39619.34,22853.7,16765.64
ORD-80769,2024-03-02,Wireless Headphones,Electronics,South,Arjun Kumar,13,2635.32,0.1,30833.24,14192.4,16640.84
ORD-75444,2024-03-03,Mechanical Keyboard,Electronics,South,Divya Menon,11,3690.06,0.1,36531.59,24050.23,12481.36
ORD-23709,2024-03-03,Laptop Pro X1,Electronics,North,Sneha Pillai,11,113007.3,0.0,1243080.3,664171.53,578908.77
ORD-14823,2024-03-04,Standing Desk,Furniture,East,Sneha Pillai,7,20888.18,0.0,146217.26,91504.03,54713.23
ORD-20208,2024-03-05,Standing Desk,Furniture,East,Divya Menon,14,28990.26,0.0,405863.64,210162.07,195701.57
ORD-96587,2024-03-05,Pen Set Premium,Stationery,East,Divya Menon,14,178.95,0.05,2380.03,1640.03,740.0
ORD-65685,2024-03-05,Desk Lamp LED,Furniture,East,Arjun Kumar,16,1451.44,0.0,23223.04,14703.78,8519.26
ORD-59063,2024-03-06,Wireless Headphones,Electronics,North,Karthik Raj,4,2593.55,0.15,8818.07,4128.8,4689.27
ORD-87110,2024-03-06,Wireless Headphones,Electronics,East,Karthik Raj,2,2842.23,0.0,5684.46,3906.62,1777.84
ORD-52730,2024-03-07,Notebook Pack,Stationery,West,Meera Iyer,15,485.71,0.05,6921.37,3743.7,3177.67
ORD-95591,2024-03-07,Desk Lamp LED,Furniture,West,Priya Sharma,3,1410.6,0.0,4231.8,2235.96,1995.84
ORD-26033,2024-03-07,Laptop Pro X1,Electronics,East,Karthik Raj,7,91407.7,0.15,543875.82,311204.88,232670.94
ORD-14885,2024-03-07,Notebook Pack,Stationery,North,Sneha Pillai,15,455.67,0.1,6151.55,4096.03,2055.52
ORD-24293,2024-03-07,USB Hub 7-Port,Electronics,North,Priya Sharma,16,1113.79,0.0,17820.64,10305.85,7514.79
ORD-16256,2024-03-08,USB Hub 7-Port,Electronics,North,Arjun Kumar,12,981.83,0.1,10603.76,5711.38,4892.38
ORD-42737,2024-03-08,Pen Set Premium,Stationery,West,Rahul Nair,12,392.43,0.0,4709.16,3195.22,1513.94
ORD-48456,2024-03-09,Laptop Pro X1,Electronics,South,Karthik Raj,2,118117.51,0.1,212611.52,143758.32,68853.2
ORD-64827,2024-03-09,Notebook Pack,Stationery,North,Meera Iyer,20,343.77,0.05,6531.63,3811.81,2719.82
ORD-49103,2024-03-09,Mechanical Keyboard,Electronics,East,Rahul Nair,3,3425.21,0.0,10275.63,5664.62,4611.01
ORD-53478,2024-03-10,Wireless Headphones,Electronics,South,Vikram Das,3,4367.23,0.0,13101.69,5973.56,7128.13
ORD-96628,2024-03-10,Wireless Headphones,Electronics,West,Rahul Nair,18,3234.42,0.0,58219.56,27364.2,30855.36
ORD-59454,2024-03-11,Pen Set Premium,Stationery,East,Karthik Raj,17,340.0,0.0,5780.0,3410.41,2369.59
ORD-48672,2024-03-11,Notebook Pack,Stationery,South,Sneha Pillai,9,365.17,0.0,3286.53,2096.5,1190.03
ORD-93009,2024-03-12,Laptop Pro X1,Electronics,South,Priya Sharma,2,98312.34,0.1,176962.21,93190.33,83771.88
ORD-83564,2024-03-12,Notebook Pack,Stationery,West,Vikram Das,3,347.14,0.05,989.35,471.01,518.34
ORD-89077,2024-03-12,Desk Lamp LED,Furniture,South,Meera Iyer,10,1492.02,0.0,14920.2,7044.47,7875.73
ORD-11545,2024-03-12,Standing Desk,Furniture,West,Vikram Das,4,26691.68,0.0,106766.72,67443.59,39323.13
